Simu Liu,INFJ
St. Vincent,INFJ
Steve Prefontaine,INFJ
Steven Wilson,INFJ
Taylor Hanson,INFJ
Teal Swan,INFJ
Victoria Stillwell,INFJ
Viggo Mortensen,INFJ
Zadie Smith,INFJ
Zayn Malik,INFJ
Adam Sandler,ISFJ
Amy Adams,ISFJ
Andy (Andrew) awrence,ISFJ
Baker Mayfield,ISFJ
Bret Weinstein,ISFJ
Casey Affleck,ISFJ
Casey Zander,ISFJ
Chris Evans,ISFJ
Chris Williamson,ISFJ
Clint Eastwood,ISFJ
Colion Noir,ISFJ
Coyote Peterson,ISFJ
DeMar DeRozan,ISFJ
Dillon Passage,ISFJ
Elvis,ISFJ
Halle Berry,ISFJ
Hardwell,ISFJ
Irene Cara,ISFJ
Jay Z,ISFJ
Joe Cada,ISFJ
Jonny Kim,ISFJ
Julian Assange,ISFJ
Khabib Nurmagomedov,ISFJ
L.A. Reid,ISFJ
Louis Tomlinson,ISFJ
Matt LeFleur,ISFJ
Mother Teresa,ISFJ
PJ Harvey,ISFJ
Pedro Pascal,ISFJ
Playboi Carti,ISFJ
Prince William,ISFJ
Queen Elizabeth II,ISFJ
Rachel Riley,ISFJ
Ryan Gosling,ISFJ
Sam Heughan,ISFJ
Shintaro Nakano,ISFJ
Terri Irwin,ISFJ
Theo James,ISFJ
Waris Dirie,ISFJ
Aaliyah,ISFP
Ari Herstand,ISFP
Ariana Grande,ISFP
Ashanti,ISFP
Avicii,ISFP
Barry White,ISFP
Big Fendi,ISFP
Blueface,ISFP
Bob Marley,ISFP
Bob Ross,ISFP
Brock Lesnar,ISFP
Bryan Cranston,ISFP
Candy Darling,ISFP
Cassie Venture,ISFP
Count Dankula,ISFP
Danielle Bregoli,ISFP
Dave Bautista,ISFP
Dave East,ISFP
David Guetta,ISFP
Dean Martin,ISFP
Eddie Vedder,ISFP
Enya,ISFP
FKA Twigs,ISFP
George Harrison,ISFP
Gervonta Davis,ISFP
Gordon Ryan,ISFP
Hopsin,ISFP
Iman Shumpert,ISFP
Ivana Trump,ISFP
JT,ISFP
Janet Jackson,ISFP
Jenn Im,ISFP
Jessica Jung,ISFP
Jhene Aiko,ISFP
Jim Morrison,ISFP
John Findlay,ISFP
John Paul Jones (Led Zeppelin),ISFP
Karrueche Tran,ISFP
Kevin Gates,ISFP
Kevin Parker (Tame Impala),ISFP
Khalyla Kuhn,ISFP
Kim Kardashian,ISFP
King Combs,ISFP
Kobe Bryant,ISFP
Lalisa Manoban,ISFP
Lil Baby,ISFP
Lil Yachty,ISFP
Lisa Lopes,ISFP
Lisa Sturm,ISFP
Louis Cole,ISFP
Marilyn Manson,ISFP
Matt Thiesen,ISFP
Max Martin,ISFP
Mike Tyson,ISFP
Miles Davis,ISFP
Miranda,ISFP
NBA Youngboy,ISFP
Nathan NF Feuerstein,ISFP
Nuku Chan,ISFP
Offset,ISFP
Pom Klementieff,ISFP
Rhett McLaughlin (Rhett & Link),ISFP
Rick Ross,ISFP
Rihanna,ISFP
Rodney Mullen,ISFP
Roseanne Park,ISFP
Saif Ali Khan,ISFP
Sean O'Malley,ISFP
Shaquille O'neal,ISFP
Shaun White,ISFP
Shawny Binladen,ISFP
Sofia Coppola,ISFP
Soulja Boy,ISFP
Sterling Cooper,ISFP
Suge Knight,ISFP
Takeoff,ISFP
The Undertaker,ISFP
Tim Henson,ISFP
Todd Martinez,ISFP
Travis Scott,ISFP
Tristan Thompson,ISFP
Tyson Fury,ISFP
Vance Joy,ISFP
Whitney Houston,ISFP
Wim Hof,ISFP
XXXTentacion,ISFP
Aajonus Vonderplanitz,INTP
Aaron Kyro,INTP
Ammar Al-Sabban,INTP
Asmongold,INTP
Bart Ehrman,INTP
Benedict Cumberbatch,INTP
Bill Gates,INTP
Bill Withers,INTP
Bobby Fischer,INTP
Bobby Kotick,INTP
Brandon Sanderson,INTP
Brian Cox (physicist),INTP
Bruce Lipton,INTP
Carl Jung,INTP
Christopher Langan,INTP
Colin Meloy,INTP
David Cochrane,INTP
Edward Witten,INTP
Elon Musk,INTP
Erik Seidel,INTP
Faker,INTP
Forsen,INTP
Fran Lebowitz,INTP
Frank Herbert,INTP
Fred Armisen,INTP
Freeman Dyson,INTP
Gene Roddenberry,INTP
George R. R. Martin,INTP
Hilary Hahn,INTP
Ilya Sutskever,INTP
Jocelyn Bell Burnell,INTP
John Romero,INTP
Jonathan Davis,INTP
Jordan Peterson,INTP
Key Huy Quan,INTP
Kurt Vonnegut,INTP
Larry David,INTP
Lewis Capaldi,INTP
Marion Woodman,INTP
Mark Ruffalo,INTP
Mary Poppindiek,INTP
Meg White (The White Stripes),INTP
Milton Erickson,INTP
MrBeast,INTP
Nina Simone,INTP
Oliver Phelps,INTP
Penguinz0,INTP
Plácido Domingo,INTP
RL Stine,INTP
Ray Bradbury,INTP
Rod Serling,INTP
Sam Bankman-Fried,INTP
Sam Hyde,INTP
Slavoj Zizek,INTP
Stephen Hawking,INTP
Stephen King,INTP
Stromae,INTP
Stu Unger,INTP
Sundair Pichai,INTP
Suzanne Collins*,INTP
Temple Grandin,INTP
Terry Pratchett,INTP
The Weeknd,INTP
Tig Notaro,INTP
Tim Burton,INTP
Timothy Winter,INTP
Tobey Maguire,INTP
Tom Dwan,INTP
Tom Holland,INTP
Vince Gilligan,INTP
Adyashanti,INFP
Alan Watts,INFP
Ana Nicole Smith,INFP
Andy Warhol,INFP
Angela Merkel,INFP
Birdy (singer),INFP
Björk,INFP
Bruno Mars,INFP
Cornel West,INFP
Danny Elfman,INFP
David Bowie,INFP
Frank James,INFP
Gabor Mate,INFP
Gary Louris,INFP
Gordon Sumner (Sting),INFP
Greta Thunberg,INFP
Halle (Chloe x Halle),INFP
Hamza Yusuf,INFP
Howard Baskin,INFP
Isha Sadhguru,INFP
Jake Gyllenhaal,INFP
James Hoffmann,INFP
Jared Leto,INFP
Jeff Berwick,INFP
Jimi Hendrix,INFP
Joaquin Phoenix,INFP
John Lennon,INFP
John Vervaeke,INFP
Jonathan Majors,INFP
Jonathan Pageau,INFP
Kate Bush,INFP
Keanu Reeves,INFP
Kevin Barnes,INFP
Lana Del Rey,INFP
Ma Anand Sheela,INFP
Marilyn Monroe,INFP
Marzia Kjellberg,INFP
Michael Jackson,INFP
Mr. Rogers,INFP
Myles Kennedy,INFP
Natural Hypertrophy,INFP
Neil Gaiman,INFP
Nick Cave,INFP
OSHO,INFP
Pokimane,INFP
R. Kelly,INFP
Rashawn Nicol,INFP
Rowland S Howard,INFP
Russell Brand,INFP
Sufjan Stevens,INFP
Tayyip Erdogan,INFP
Thom Yorke,INFP
Tori Amos,INFP
Wayne Coyne,INFP
Wes Anderson,INFP
